#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2
484,Genesis Cabrera,650893,650893,17490,10447,*040cf*,TOR,RP,RP,Cabrera,Genesis,,
485,Diego Castillo,650895,650895,17496,9903,*041me*,FA,RP,RP,Castillo,Diego,,
486,Rene Pinto,650907,650907,19859,10950,*040fw*,BAL,C,C,Pinto,Rene,Pinto,René
487,Cristopher Sanchez,650911,650911,20778,10770,*052c8*,PHI,SP,SP,Sanchez,Cristopher,Sánchez,Cristopher
488,Marcos Diplan,650959,650959,17583,9914,,BAL,RP,RP,Diplan,Marcos,Diplán,Marcos
489,Daniel Duarte,650960,650960,17480,11351,*05y12*,MIN,RP,RP,Duarte,Daniel,Duarte,Daniel
490,Yohel Pozo,650968,650968,18848,11262,*03yr2*,OAK,DH,DH,Pozo,Yohel,Pozo,Yohel
491,Andruw Monasterio,655316,655316,19455,11797,*04vvy*,MIL,2B/3B,2B/3B,Monasterio,Andruw,Monasterio,Andruw
492,Manuel Rodriguez,655889,655889,20794,10778,*05ad7*,TB,RP,RP,Rodriguez,Manuel,Rodríguez,Manuel
493,Aneurys Zabala,656008,656008,20802,11491,,DET,RP,RP,Zabala,Aneurys,Zabala,Aneurys
494,Carlos Perez,656024,656024,20805,11543,*03mkv*,CHW,C,C,Perez,Carlos,Pérez,Carlos
495,Riley Adams,656180,656180,19864,10850,*04azt*,WSH,C,C,Adams,Riley,Adams,Riley
496,Jake Bird,656234,656234,21267,11493,*04pqs*,COL,RP,RP,Bird,Jake,Bird,Jake
497,Scott Blewett,656240,656240,16427,10452,,MIN,RP,RP,Blewett,Scott,Blewett,Scott
498,Sean Bouchard,656248,656248,21270,11497,*04ejn*,COL,OF,OF,Bouchard,Sean,Bouchard,Sean
499,Jeff Brigham,656257,656257,16631,10092,*03dbv*,MIN,RP,RP,Brigham,Jeff,Brigham,Jeff
500,J.B. Bukauskas,656266,656266,20491,10221,*03dsj*,MIL,RP,RP,Bukauskas,J.B.,Bukauskas,J.B.
501,Brock Burke,656271,656271,17968,10483,*03dap*,LAA,RP,RP,Burke,Brock,Burke,Brock
502,Griffin Canning,656288,656288,19867,10209,*04eek*,ATL,SP,SP,Canning,Griffin,Canning,Griffin
503,Drew Carlton,656290,656290,19868,11281,,SD,RP,RP,Carlton,Drew,Carlton,Drew
504,Dylan Cease,656302,656302,18525,10191,*03df2*,SD,SP,SP,Cease,Dylan,Cease,Dylan
505,Michael Chavis,656308,656308,17321,9818,*03d6t*,CHW,2B,2B,Chavis,Michael,Chavis,Michael
506,Austin Davis,656354,656354,17117,10044,,SD,RP,RP,Davis,Austin,Davis,Austin
507,Tommy Doyle,656382,656382,21281,11081,,ATL,RP,RP,Doyle,Tommy,Doyle,Tommy
508,Joe Dunand,656388,656388,19727,11463,*04eei*,BOS,SS,SS,Dunand,Joe,Dunand,Joe
509,Drew Ellis,656403,656403,19873,11249,,LAA,1B,1B,Ellis,Drew,Ellis,Drew
510,Alex Faedo,656412,656412,19874,10127,*04aec*,DET,RP,RP,Faedo,Alex,Faedo,Alex
511,Stuart Fairchild,656413,656413,20321,10963,*04eel*,CIN,OF,OF,Fairchild,Stuart,Fairchild,Stuart
512,Stone Garrett,656448,656448,19273,11538,*03dgh*,WSH,OF,OF,Garrett,Stone,Garrett,Stone
513,Tyler Gilbert,656457,656457,17964,10819,*03qm3*,PHI,RP,RP,Gilbert,Tyler,Gilbert,Tyler
514,Lucas Gilbreath,656458,656458,21290,11177,*04ei1*,COL,RP,RP,Gilbreath,Lucas,Gilbreath,Lucas
515,Kevin Ginkel,656464,656464,19876,10662,*03dpg*,ARI,RP,RP,Ginkel,Kevin,Ginkel,Kevin
516,Chris Gittens,656467,656467,18482,11217,,HOU,1B,1B,Gittens,Chris,Gittens,Chris
517,Tristan Gray,656484,656484,19877,10952,*04eme*,PIT,SS,SS,Gray,Tristan,Gray,Tristan
518,Dalton Guthrie,656495,656495,21293,11562,*04ae9*,BOS,OF,OF,Guthrie,Dalton,Guthrie,Dalton
519,Sam Hentges,656529,656529,18548,10326,*03dbu*,CLE,RP,RP,Hentges,Sam,Hentges,Sam
520,Derek Hill,656537,656537,16947,10714,*03d6q*,MIA,OF,OF,Hill,Derek,Hill,Derek
521,Sam Hilliard,656541,656541,17954,10457,*03qs6*,COL,OF,OF,Hilliard,Sam,Hilliard,Sam
522,Jordan Holloway,656548,656548,20631,10463,*03dsa*,SEA,RP,RP,Holloway,Jordan,Holloway,Jordan
523,Rhys Hoskins,656555,656555,16472,9725,*03de9*,MIL,1B,1B,Hoskins,Rhys,Hoskins,Rhys
524,Tanner Houck,656557,656557,19879,11068,*03djk*,BOS,SP,SP,Houck,Tanner,Houck,Tanner
525,Connor Joe,656582,656582,16572,10517,*03d6y*,PIT,1B/OF,1B/OF,Joe,Connor,Joe,Connor
526,Mitch Keller,656605,656605,17594,9799,*03d7h*,PIT,SP,SP,Keller,Mitch,Keller,Mitch
527,Gabe Klobosits,656620,656620,19881,11248,*03dww*,TOR,RP,RP,Klobosits,Gabe,Klobosits,Gabe
528,Mark Kolozsvary,656627,656627,21304,11076,*04eid*,BOS,C,C,Kolozsvary,Mark,Kolozsvary,Mark
529,Michael Kopech,656629,656629,17282,9779,*03d6v*,LAD,RP,RP,Kopech,Michael,Kopech,Michael
530,Alex Lange,656638,656638,19883,11062,*03yui*,DET,RP,RP,Lange,Alex,Lange,Alex
531,Jacob Latz,656641,656641,21306,11266,,TEX,RP,RP,Latz,Jacob,Latz,Jacob
532,Zach Logue,656657,656657,20231,11317,*04ejq*,LAD,RP,RP,Logue,Zach,Logue,Zach
533,Brock Lundquist,656668,656668,,10607,*04eha*,TOR,OF,OF,Lundquist,Brock,Lundquist,Brock
534,Jordan Luplow,656669,656669,16424,9716,,PHI,OF,OF,Luplow,Jordan,Luplow,Jordan
535,Corbin Martin,656686,656686,19884,10170,*04afj*,BAL,RP,RP,Martin,Corbin,Martin,Corbin
536,Brendan McKay,656713,656713,20186,10148,*04afi*,TB,SP,SP,McKay,Brendan,McKay,Brendan
537,Zach McKinstry,656716,656716,19392,9993,*0473m*,DET,2B/SS/ 3B/OF,2B/SS/ 3B/OF,McKinstry,Zach,McKinstry,Zach
538,Trevor Megill,656730,656730,17722,10804,*03dau*,MIL,RP,RP,Megill,Trevor,Megill,Trevor
539,Tylor Megill,656731,656731,21318,11227,*04ywk*,NYM,SP,SP,Megill,Tylor,Megill,Tylor
540,Bryce Montes De Oca,656755,656755,21319,11561,*03dnu*,NYM,RP,RP,Montes De Oca,Bryce,Montes De Oca,Bryce
541,Jordan Montgomery,656756,656756,16511,9646,*03dbo*,ARI,SP,SP,Montgomery,Jordan,Montgomery,Jordan
542,Cedric Mullins,656775,656775,17929,10072,*03qr0*,BAL,OF,OF,Mullins,Cedric,Mullins,Cedric
543,Parker Mushinski,656786,656786,21324,11451,*04ei3*,HOU,RP,RP,Mushinski,Parker,Mushinski,Parker
544,Ryan O’Hearn,656811,656811,16442,9824,*03dgq*,BAL,1B/OF,1B/OF,O’Hearn,Ryan,O’Hearn,Ryan
545,Luis F. Ortiz,656814,656814,16942,9825,,PHI,RP,RP,Ortiz,Luis F.,Ortiz,Luis F.
546,Connor Overton,656818,656818,18376,11260,*03doq*,CIN,SP,SP,Overton,Connor,Overton,Connor
547,Nicholas Padilla,656820,656820,21327,11548,*03qra*,CHW,RP,RP,Padilla,Nicholas,Padilla,Nicholas
548,Kevin Padlo,656821,656821,16593,10767,*03deh*,KC,1B,1B,Padlo,Kevin,Padlo,Kevin
549,DJ Peters,656847,656847,19348,9982,*041rb*,TEX,OF,OF,Peters,DJ,Peters,DJ
550,David Peterson,656849,656849,20302,10181,*04g1x*,NYM,SP,SP,Peterson,David,Peterson,David
551,Drew Rasmussen,656876,656876,25385,10807,*04eee*,TB,RP,RP,Rasmussen,Drew,Rasmussen,Drew
552,Sean Reid-Foley,656887,656887,17034,10074,*03d7a*,NYM,RP,RP,Reid-Foley,Sean,Reid-Foley,Sean
553,Emmanuel Rivera,656896,656896,19890,11231,*03qvs*,BAL,1B/3B,1B/3B,Rivera,Emmanuel,Rivera,Emmanuel
554,Jared Robinson,656904,656904,sa829022,10594,,ATL,RP,RP,Robinson,Jared,Robinson,Jared
555,Pavin Smith,656976,656976,19892,10309,*04alq*,ARI,1B/OF,1B/OF,Smith,Pavin,Smith,Pavin
556,Peter Solomon,656981,656981,20476,11168,,TEX,RP,RP,Solomon,Peter,Solomon,Peter
557,Bennett Sousa,656986,656986,21345,10903,*04puc*,HOU,RP,RP,Sousa,Bennett,Sousa,Bennett
558,Justin Steele,657006,657006,17312,10477,*03deg*,CHC,SP,SP,Steele,Justin,Steele,Justin
559,Trey Supak,657022,657022,sa828707,10473,,CHC,RP,RP,Supak,Trey,Supak,Trey
560,Erik Swanson,657024,657024,16587,10449,*03dgs*,TOR,RP,RP,Swanson,Erik,Swanson,Erik
561,Lane Thomas,657041,657041,16939,10446,*03dei*,CLE,OF,OF,Thomas,Lane,Thomas,Lane
562,Ryan Thompson,657044,657044,16647,10960,*03duu*,ARI,RP,RP,Thompson,Ryan,Thompson,Ryan
563,Alex Verdugo,657077,657077,17027,9757,*03d7g*,FA,OF,OF,Verdugo,Alex,,
564,Forrest Wall,657088,657088,16496,8944,*03d6z*,BAL,OF,OF,Wall,Forrest,Wall,Forrest
565,Spenser Watkins,657093,657093,17489,10547,*05r9c*,WSH,SP,SP,Watkins,Spenser,Watkins,Spenser
566,Jacob Webb,657097,657097,19274,10442,*04y76*,BAL,RP,RP,Webb,Jacob,Webb,Jacob
567,Evan White,657108,657108,20078,10196,*04bpk*,LAA,1B,1B,White,Evan,White,Evan
568,Connor Wong,657136,657136,19896,10937,*04efi*,BOS,C/1B,C/1B,Wong,Connor,Wong,Connor
569,Kyle Wright,657140,657140,19665,10093,*04aed*,KC,SP,SP,Wright,Kyle,Wright,Kyle
570,Eddy Alvarez,657193,657193,16959,10836,*03mpn*,NYM,3B,3B,Alvarez,Eddy,Alvarez,Eddy
571,Julian Merryweather,657240,657240,16703,9859,*03deo*,CHC,RP,RP,Merryweather,Julian,Merryweather,Julian
572,Brian O’Keefe,657247,657247,16680,10865,*03dg6*,KC,C,C,O’Keefe,Brian,O’Keefe,Brian
573,Glenn Otto,657248,657248,21366,11269,*04egl*,HOU,RP,RP,Otto,Glenn,Otto,Glenn
574,Chris Rabago,657253,657253,sa829062,9842,,DET,C,C,Rabago,Chris,Rabago,Chris
575,Peter Strzelecki,657265,657265,21367,11481,*061mp*,CLE,RP,RP,Strzelecki,Peter,Strzelecki,Peter
576,Erich Uelmen,657272,657272,20323,11518,,ARI,RP,RP,Uelmen,Erich,Uelmen,Erich
577,Logan Webb,657277,657277,17995,10480,*03dbm*,SF,SP,SP,Webb,Logan,Webb,Logan
578,Clarke Schmidt,657376,657376,19899,10165,*04ee7*,NYY,SP,SP,Schmidt,Clarke,Schmidt,Clarke
579,Matt Gage,657424,657424,17381,11488,,NYM,RP,RP,Gage,Matt,Gage,Matt
580,Mike Baumann,657508,657508,20206,10924,*04efe*,MIA,RP,RP,Baumann,Mike,Baumann,Mike
581,Brennan Bernardino,657514,657514,16835,11522,*061t3*,BOS,RP,RP,Bernardino,Brennan,Bernardino,Brennan
582,Paul DeJong,657557,657557,18015,9666,*03qkh*,FA,SS/3B,SS/3B,DeJong,Paul,,
583,Reed Garrett,657585,657585,16866,10511,*03dpt*,NYM,RP,RP,Garrett,Reed,Garrett,Reed
584,Jared Koenig,657649,657649,27517,11489,*05ylp*,MIL,RP,RP,Koenig,Jared,Koenig,Jared
585,Ramon Laureano,657656,657656,17128,9919,*03dp8*,ATL,OF,OF,Laureano,Ramon,Laureano,Ramón
586,Vinny Nittoli,657697,657697,16754,11222,,FA,RP,RP,Nittoli,Vinny,,
587,Antonio Nunez,657701,657701,,9969,,TEX,SS,SS,Nunez,Antonio,Nunez,Antonio
588,Michael Papierski,657709,657709,21386,10993,,SEA,C,C,Papierski,Michael,Papierski,Michael
589,Jamie Ritchie,657739,657739,sa829058,10994,,TOR,C,C,Ritchie,Jamie,Ritchie,Jamie
590,Joe Ryan,657746,657746,21390,10786,*04ps7*,MIN,SP,SP,Ryan,Joe,Ryan,Joe
591,Gavin Sheets,657757,657757,19901,10204,*04eej*,CHW,1B/OF,1B/OF,Sheets,Gavin,Sheets,Gavin
592,Eric Stout,657770,657770,16873,9981,*03dne*,SEA,RP,RP,Stout,Eric,Stout,Eric
593,Adonis Medina,658431,658431,19903,10121,,WSH,RP,RP,Medina,Adonis,Medina,Adonis
594,Pedro Avila,658648,658648,18864,10310,,CLE,RP,RP,Avila,Pedro,Avila,Pedro
595,Edward Olivares,658668,658668,19698,9605,*04c8q*,FA,OF,OF,Olivares,Edward,,
596,Dinelson Lamet,659275,659275,17186,9661,*03ry2*,KC,RP,RP,Lamet,Dinelson,Lamet,Dinelson
597,Shohei Ohtani,660271,660271,19755,98100,*02yc4*,LAD,SP,SP,Ohtani,Shohei,Ohtani,Shohei
598,Yoshi Tsutsugo,660294,660294,27459,21418,*04b84*,SF,1B,1B,Tsutsugo,Yoshi,Tsutsugo,Yoshi
599,Enoli Paredes,660600,660600,20447,10737,,CHC,RP,RP,Paredes,Enoli,Paredes,Enoli
600,Ronaldo Hernandez,660613,660613,sa881850,10317,*04al0*,ARI,C,C,Hernandez,Ronaldo,Hernández,Ronaldo
601,Arquimedes Gamboa,660614,660614,sa877497,10454,,STL,SS,SS,Gamboa,Arquimedes,Gamboa,Arquímedes
602,Huascar Ynoa,660623,660623,20468,10214,*03gl9*,ATL,SP,SP,Ynoa,Huascar,Ynoa,Huascar
603,Yonny Hernandez,660634,660634,19432,11121,*04yin*,MIL,2B,2B/3B,Hernandez,Yonny,Hernandez,Yonny
604,Vidal Brujan,660644,660644,20536,9987,*03yxd*,MIA,2B/SS/ 3B/OF,2B/SS/ 3B/OF,Brujan,Vidal,Bruján,Vidal
605,Ronald Acuna Jr.,660670,660670,18401,9775,*03wha*,ATL,OF,OF,Acuna Jr.,Ronald,Acuña Jr.,Ronald
606,Keibert Ruiz,660688,660688,19610,10263,*03rmz*,WSH,C,C,Ruiz,Keibert,Ruiz,Keibert
607,Elehuris Montero,660707,660707,20543,10392,*03seg*,COL,1B,1B/3B,Montero,Elehuris,Montero,Elehuris
608,Oscar Gonzalez,660757,660757,20970,10306,*03nrk*,NYY,OF,OF,Gonzalez,Oscar,Gonzalez,Oscar
609,Jose Suarez,660761,660761,19911,10470,*03nqc*,LAA,SP,SP,Suarez,Jose,Suarez,José
610,Juan Yepez,660766,660766,18400,11302,*03ner*,WSH,1B/OF,1B/OF,Yepez,Juan,Yepez,Juan
611,Yerry De Los Santos,660787,660787,21420,11476,*05gsw*,NYY,RP,RP,De Los Santos,Yerry,De Los Santos,Yerry
612,Brusdar Graterol,660813,660813,20367,10152,*03zbj*,LAD,RP,RP,Graterol,Brusdar,Graterol,Brusdar
613,Jesus Sanchez,660821,660821,19913,10236,*03nru*,MIA,OF,OF,Sanchez,Jesus,Sánchez,Jesús
614,Eduard Bazardo,660825,660825,20997,11165,*04mjn*,SEA,RP,RP,Bazardo,Eduard,Bazardo,Eduard
615,Hoy Park,660829,660829,18027,11240,*03mky*,OAK,OF,OF,Park,Hoy,Park,Hoy
616,Enyel De Los Santos,660853,660853,18403,10058,*03y4y*,CHW,RP,RP,De Los Santos,Enyel,De Los Santos,Enyel
617,Jorge Alcala,660896,660896,19459,10701,*04ata*,MIN,RP,RP,Alcala,Jorge,Alcala,Jorge
618,Francisco Perez,660906,660906,21018,11259,,OAK,RP,RP,Perez,Francisco,Pérez,Francisco
619,Adrian Martinez,661309,661309,21023,11320,*05u3c*,OAK,RP,RP,Martinez,Adrian,Martínez,Adrián
620,Oliver Ortega,661383,661383,21025,11278,*050ig*,HOU,RP,RP,Ortega,Oliver,Ortega,Oliver
621,William Contreras,661388,661388,20503,10364,*03yrz*,MIL,C,C,Contreras,William,Contreras,William
622,Jhoan Duran,661395,661395,21029,10239,*04apj*,MIN,RP,RP,Duran,Jhoan,Duran,Jhoan
623,Emmanuel Clase,661403,661403,21032,10661,*04ug5*,CLE,RP,RP,Clase,Emmanuel,Clase,Emmanuel
624,Seth Martinez,661527,661527,21045,11293,*0420n*,ARI,RP,RP,Martinez,Seth,Martinez,Seth
625,Melvin Adon,661536,661536,sa873314,10478,*04ahv*,BOS,RP,RP,Adon,Melvin,Adon,Melvin
626,Luis Gil,661563,661563,21052,10760,*04s1h*,NYY,SP,SP,Gil,Luis,Gil,Luis
627,Daulton Varsho,662139,662139,19918,10180,*04efa*,TOR,OF,OF,Varsho,Daulton,Varsho,Daulton
628,Andres Munoz,662253,662253,20373,10134,*0403o*,SEA,RP,RP,Munoz,Andres,Muñoz,Andrés
629,Robert Suarez,663158,663158,30115,11407,*05r01*,SD,RP,RP,Suarez,Robert,Suarez,Robert
630,Nick Hernandez,663321,663321,19281,11866,*041ue*,HOU,RP,RP,Hernandez,Nick,Hernandez,Nick
631,Jahmai Jones,663330,663330,18872,10223,*03pp6*,NYY,2B,2B,Jones,Jahmai,Jones,Jahmai
632,Aaron Shortridge,663336,663336,sa3006759,10912,*04pqc*,PIT,SP,SP,Shortridge,Aaron,Shortridge,Aaron
633,Matt Waldron,663362,663362,25550,11815,*051e5*,SD,SP,SP,Waldron,Matt,Waldron,Matt
634,Blake Perkins,663368,663368,19921,11719,*03pp5*,MIL,OF,OF,Perkins,Blake,Perkins,Blake
635,Ryan Feltner,663372,663372,21446,11282,*03r06*,COL,SP,SP,Feltner,Ryan,Feltner,Ryan
636,Thomas Szapucki,663378,663378,21065,10342,,SF,RP,RP,Szapucki,Thomas,Szapucki,Thomas
637,Trent Thornton,663423,663423,17948,10494,*031k3*,SEA,RP,RP,Thornton,Trent,Thornton,Trent
638,Tanner Rainey,663432,663432,17610,10020,*03pp7*,WSH,RP,RP,Rainey,Tanner,Rainey,Tanner
639,Davis Martin,663436,663436,21448,11470,*04pxf*,CHW,SP,SP,Martin,Davis,Martin,Davis
640,Konnor Pilkington,663455,663455,21453,11386,*04muw*,ARI,SP,SP,Pilkington,Konnor,Pilkington,Konnor
641,Lars Nootbaar,663457,663457,21454,11225,*04pt2*,STL,OF,OF,Nootbaar,Lars,Nootbaar,Lars
642,Kris Bubic,663460,663460,21455,10933,*04pmb*,KC,RP,RP,Bubic,Kris,Bubic,Kris
643,Isaiah Campbell,663462,663462,25551,10871,*04q6c*,BOS,RP,RP,Campbell,Isaiah,Campbell,Isaiah
644,Kolby Allard,663465,663465,18694,9790,*03nqg*,PHI,SP,SP,Allard,Kolby,Allard,Kolby
645,Triston McKenzie,663474,663474,18000,9965,*03pon*,CLE,SP,SP,McKenzie,Triston,McKenzie,Triston
646,Brendon Davis,663478,663478,18587,11304,,LAD,OF,OF,Davis,Brendon,Davis,Brendon
647,Cole Sands,663485,663485,21461,11364,*03qxr*,MIN,RP,RP,Sands,Cole,Sands,Cole
648,Ben Leeper,663510,663510,sa3014907,11413,*05u1w*,CHC,RP,RP,Leeper,Ben,Leeper,Ben
649,Tyler Nevin,663527,663527,17893,10357,*03pok*,OAK,1B/3B/ OF,1B/3B/ OF,Nevin,Tyler,Nevin,Tyler
650,Logan Allen,663531,663531,18555,10276,,ARI,RP,RP,Allen,Logan,Allen,Logan
651,Nico Hoerner,663538,663538,21479,10302,*04pkr*,CHC,2B/SS,2B/SS,Hoerner,Nico,Hoerner,Nico
652,Bryan Hudson,663542,663542,19924,11812,*03svw*,MIL,RP,RP,Hudson,Bryan,Hudson,Bryan
653,Sean Hjelle,663546,663546,21481,10791,*04nx1*,SF,RP,RP,Hjelle,Sean,Hjelle,Sean
654,Trey Cabbage,663550,663550,21078,11764,*03qko*,PIT,OF,1B/OF,Cabbage,Trey,Cabbage,Trey
655,Casey Mize,663554,663554,20492,10159,*04mlf*,DET,SP,SP,Mize,Casey,Mize,Casey
656,Shane McClanahan,663556,663556,21483,10332,*04mlt*,TB,SP,SP,McClanahan,Shane,McClanahan,Shane
657,Jovani Moran,663558,663558,20422,11287,*03qmm*,MIN,RP,RP,Moran,Jovani,Moran,Jovani
658,Bailey Falter,663559,663559,20070,11171,*03ql8*,PIT,SP,SP,Falter,Bailey,Falter,Bailey
659,Noah Davis,663562,663562,25862,11347,*04pva*,COL,RP,RP,Davis,Noah,Davis,Noah
660,Tony Santillan,663574,663574,19926,10347,*03poq*,CIN,RP,RP,Santillan,Tony,Santillan,Tony
661,Austin Riley,663586,663586,18360,9821,*03pom*,ATL,3B,3B,Riley,Austin,Riley,Austin
662,Luken Baker,663609,663609,21497,11803,*04069*,STL,1B,1B,Baker,Luken,Baker,Luken
663,Nick Madrigal,663611,663611,20521,10297,*03qu7*,CHC,2B/3B,2B/3B,Madrigal,Nick,Madrigal,Nick
664,Trevor Larnach,663616,663616,21501,10350,*04nky*,MIN,OF,OF,Larnach,Trevor,Larnach,Trevor
665,Jake Irvin,663623,663623,21504,10976,*04ppz*,WSH,SP,SP,Irvin,Jake,Irvin,Jake
666,Ryan Mountcastle,663624,663624,18373,9977,*03pjl*,BAL,1B,1B,Mountcastle,Ryan,Mountcastle,Ryan
667,Ethan Small,663629,663629,26364,10992,*0511g*,SF,RP,RP,Small,Ethan,Small,Ethan
668,Ryan McKenna,663630,663630,19928,10731,*03qkw*,PHI,OF,OF,McKenna,Ryan,McKenna,Ryan
669,Ke’Bryan Hayes,663647,663647,18577,10262,*03pji*,PIT,3B,3B,Hayes,Ke’Bryan,Hayes,Ke’Bryan
670,Kyle Tucker,663656,663656,18345,9787,*03pir*,HOU,OF,OF,Tucker,Kyle,Tucker,Kyle
671,Thaddeus Ward,663658,663658,21513,11200,,BAL,RP,RP,Ward,Thaddeus,Ward,Thaddeus
672,Daz Cameron,663662,663662,18353,10182,*02zg5*,BAL,OF,OF,Cameron,Daz,Cameron,Daz
673,Nic Enright,663671,663671,sa3010299,11722,*03qvm*,CLE,RP,RP,Enright,Nic,Enright,Nic
674,Hogan Harris,663687,663687,21520,11650,*04pps*,OAK,SP,SP,Harris,Hogan,Harris,Hogan
675,Jonathan India,663697,663697,21523,10248,*04nx3*,CIN,2B,2B,India,Jonathan,India,Jonathan
676,Joey Bart,663698,663698,21524,10245,*04mn4*,PIT,C,C,Bart,Joey,Bart,Joey
677,James McArthur,663704,663704,21527,11345,*04pw3*,KC,RP,RP,McArthur,James,McArthur,James
678,Matthew Kroon,663714,663714,sa3007502,12037,,PHI,1B,1B,Kroon,Matthew,Kroon,Matthew
679,Cal Raleigh,663728,663728,21534,10866,*04my4*,SEA,C,C,Raleigh,Cal,Raleigh,Cal
680,Connor Kaiser,663731,663731,21535,11813,*04ppn*,COL,SS,SS,Kaiser,Connor,Kaiser,Connor
681,Daniel Lynch IV,663738,663738,21537,10176,,KC,SP,SP,Lynch IV,Daniel,Lynch IV,Daniel
682,Nick Fortes,663743,663743,21538,11289,*04pqf*,MIA,C,C,Fortes,Nick,Fortes,Nick
683,Cody Morris,663752,663752,25388,11308,*04ps8*,NYY,RP,RP,Morris,Cody,Morris,Cody
684,Reiss Knehr,663753,663753,21541,11237,*04q1u*,SD,RP,RP,Knehr,Reiss,Knehr,Reiss
685,Trent Grisham,663757,663757,18564,10658,*03pit*,NYY,OF,OF,Grisham,Trent,Grisham,Trent
686,Bryan Hoeing,663773,663773,26304,11541,*05156*,SD,SP,SP,Hoeing,Bryan,Hoeing,Bryan
687,Patrick Sandoval,663776,663776,19447,10308,*03qpi*,LAA,SP,SP,Sandoval,Patrick,Sandoval,Patrick
688,Dakota Chalmers,663793,663793,sa875017,10765,,ARI,RP,RP,Chalmers,Dakota,Chalmers,Dakota
689,Jackson Kowar,663804,663804,21549,10222,*04mlg*,SEA,RP,RP,Kowar,Jackson,Kowar,Jackson
690,Matt Vierling,663837,663837,21558,11223,*04pqq*,DET,3B/OF,3B/OF,Vierling,Matt,Vierling,Matt
691,Alfonso Rivas III,663845,663845,21560,11272,,STL,1B,1B,Rivas III,Alfonso,Rivas III,Alfonso
692,Romy Gonzalez,663853,663853,21562,11276,*04q0o*,BOS,1B/2B/ SS,1B/2B/ SS/OF,Gonzalez,Romy,Gonzalez,Romy
693,Jordan Hicks,663855,663855,19618,9957,*03vcw*,SF,RP,RP,Hicks,Jordan,Hicks,Jordan
694,Nate Pearson,663878,663878,20160,10295,*04eec*,CHC,RP,RP,Pearson,Nate,Pearson,Nate
695,Tyler Stephenson,663886,663886,17988,10358,*03pix*,CIN,C,C,Stephenson,Tyler,Stephenson,Tyler
696,Brendon Little,663893,663893,21574,11552,*04afl*,TOR,RP,RP,Little,Brendon,Little,Brendon
697,Luke Williams,663897,663897,19931,11017,*03qk3*,ATL,SS,2B/3B/ OF,Williams,Luke,Williams,Luke
698,Brendan Rodgers,663898,663898,17907,9781,*03lua*,COL,2B,2B,Rodgers,Brendan,Rodgers,Brendan
699,Brady Singer,663903,663903,25377,10145,*03pov*,KC,SP,SP,Singer,Brady,Singer,Brady
700,Nick Plummer,663911,663911,18690,11405,,CIN,OF,OF,Plummer,Nick,Plummer,Nick
701,Tristan Beck,663941,663941,21584,10352,*04afk*,SF,SP,SP,Beck,Tristan,Beck,Tristan
702,Tyler Holton,663947,663947,26231,11459,*04naz*,DET,RP,RP,Holton,Tyler,Holton,Tyler
703,Tyler Ivey,663959,663959,20237,10432,*04efv*,HOU,SP,SP,Ivey,Tyler,Ivey,Tyler
704,Cesar Salazar,663967,663967,21587,11781,*04psg*,HOU,C,C,Salazar,Cesar,Salazar,César
705,Tyler Phillips,663969,663969,20629,10734,*03qt6*,PHI,SP,SP,Phillips,Tyler,Phillips,Tyler
706,Blair Calvo,663971,663971,25416,11654,*051hf*,DET,RP,RP,Calvo,Blair,Calvo,Blair
707,Nick Duron,663975,663975,21092,11511,,SF,RP,RP,Duron,Nick,Duron,Nick
708,Chris Paddack,663978,663978,20099,10161,*03qne*,MIN,SP,SP,Paddack,Chris,Paddack,Chris
709,Trevor Stephan,663986,663986,19932,11194,*0421j*,CLE,RP,RP,Stephan,Trevor,Stephan,Trevor
710,Nick Vespi,663989,663989,21093,11472,*03qv3*,BAL,RP,RP,Vespi,Nick,Vespi,Nick
711,Richard Lovelady,663992,663992,19337,10525,*041w0*,TB,RP,RP,Lovelady,Richard,Lovelady,Richard
712,Nathaniel Lowe,663993,663993,19566,10296,*041xv*,TEX,1B,1B,Lowe,Nathaniel,Lowe,Nathaniel
713,Ian Happ,664023,664023,17919,9655,*03nmw*,CHC,OF,OF,Happ,Ian,Happ,Ian
714,Mark Mathias,664029,664029,18032,10783,*03qkb*,CIN,2B,2B,Mathias,Mark,Mathias,Mark
715,Ty France,664034,664034,17982,10485,*03whq*,CIN,1B,1B,France,Ty,France,Ty
716,Brandon Lowe,664040,664040,18882,10068,*03qjy*,TB,1B/2B,1B/2B,Lowe,Brandon,Lowe,Brandon
717,Travis Lakins Sr.,664042,664042,18600,10460,,CHW,RP,RP,Lakins Sr.,Travis,Lakins Sr.,Travis
718,Cody Stashak,664054,664054,18088,10652,,PHI,RP,RP,Stashak,Cody,Stashak,Cody
719,Harrison Bader,664056,664056,18030,9710,*03qjv*,FA,OF,OF,Bader,Harrison,,
720,David Fletcher,664058,664058,17992,9230,*03qlw*,ATL,SS,2B/SS,Fletcher,David,Fletcher,David
721,Sam Haggerty,664059,664059,18054,10683,*03qz9*,SEA,OF,2B/OF,Haggerty,Sam,Haggerty,Sam
722,Tony Gonsolin,664062,664062,19388,10346,*041v6*,LAD,SP,SP,Gonsolin,Tony,Gonsolin,Tony
