"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length"
"FF","2024-10-26","96.7","-1.56","5.34","Judge, Aaron",592450,808967,,"ball",,,,,14,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","B",,,1,1,2024,"-0.56","1.27","1.15","2.33",,650402,,1,1,"Top",,,,,669257,,,8.527038921860818,-140.45958134687643,-5.365967337891736,-9.421060207305947,32.44146899129067,-14.289690063918654,"4.15","1.89",,,,"97",2241,"6.6",775294,808967,669257,518692,571771,571970,500743,606192,669242,605141,"53.92",,,,,,,,3,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",214,"0","0.047",,
"CU","2024-10-26","79.6","-1.52","5.43","Judge, Aaron",592450,808967,,"foul",,,,,8,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","S",,,1,0,2024,"1.11","-1.19","0.13","1.81",,650402,,1,1,"Top",,,,,669257,,,1.5334436947431038,-115.74713855226578,1.1614789686877398,9.515786616234358,24.99890908284908,-43.22460899543035,"4.02","1.83",,,,"79.5",2658,"6.6",775294,808967,669257,518692,571771,571970,500743,606192,669242,605141,"53.88",,,,,,,,3,2,"Curveball",0,0,0,0,0,0,0,0,"Infield shade","Standard",29,"0","-0.052","77.79946","9.10478"
"FF","2024-10-26","95.8","-1.66","5.29","Judge, Aaron",592450,808967,,"ball",,,,,11,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","B",,,0,0,2024,"-0.61","1.3","-0.19","4.37",,650402,,1,1,"Top",,,,,669257,,,5.271957793335041,-139.48753579962204,0.24726363797932727,-9.202538000537505,32.7341391012716,-15.547145168197952,"4.15","1.92",,,,"95.8",2139,"6.4",775294,808967,669257,518692,571771,571970,500743,606192,669242,605141,"54.13",,,,,,,,3,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",214,"0","0.033",,
"ST","2024-10-26","85.3","-3.01","6.17","Judge, Aaron",592450,595014,"strikeout","swinging_strike",,,,,14,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","S",2,,1,2,2024,"1.51","-0.36","1.55","1.72",,665742,,0,9,"Top",,,,,669257,,,7.594078427442001,-123.88535134622796,-3.3076862523632986,13.588504459474747,28.58847999147988,-35.2736947961407,"4.02","1.83",,,,"83.7",2627,"5.7",775294,595014,669257,518692,571771,571970,500743,621035,669242,605141,"54.8",,0,"0",1,0,0,,63,4,"Sweeper",4,1,1,4,1,4,1,4,"Infield shade","Standard",52,"0.036","-0.323","64.81705","8.87489"
"ST","2024-10-26","85.4","-2.97","6.06","Judge, Aaron",592450,595014,,"ball",,,,,14,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","B",,,0,2,2024,"1.35","-0.16","3.83","0.98",,,665742,0,9,"Top",,,,,669257,,,13.080446590183374,-123.63190061688788,-5.186605436302938,10.905683027597123,26.822097061291903,-32.786427124667505,"4.04","1.86",,,,"83.8",2672,"5.7",775294,595014,669257,518692,571771,571970,500743,621035,669242,605141,"54.8",,,,,,,,63,3,"Sweeper",4,1,1,4,1,4,1,4,"Standard","Standard",41,"-0.006","0.05",,
"SI","2024-10-26","95.8","-2.79","6.12","Judge, Aaron",592450,595014,,"called_strike",,,,,8,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","S",,,0,1,2024,"-1.47","0.23","0.17","1.95",,,665742,0,9,"Top",,,,,669257,,,10.930714537751822,-139.0603289418985,-5.827334502174105,-21.477863992741675,31.52784775039014,-27.991720238357058,"4.12","1.83",,,,"94.4",2458,"5.6",775294,595014,669257,518692,571771,571970,500743,621035,669242,605141,"54.89",,,,,,,,63,2,"Sinker",4,1,1,4,1,4,1,4,"Standard","Standard",228,"0","-0.073",,
"ST","2024-10-26","85.3","-3.15","6.14","Judge, Aaron",592450,595014,,"swinging_strike",,,,,6,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","S",,,0,0,2024,"1.15","-0.12","0.83","2.59",,,665742,0,9,"Top",,,,,669257,,,6.9365032005338625,-124.1024648478819,-1.7899531963493023,10.522279805682974,25.032848208300464,-33.31507589169115,"4.02","1.83",,,,"84.1",2610,"5.5",775294,595014,669257,518692,571771,571970,500743,621035,669242,605141,"54.95",,,,,,,,63,1,"Sweeper",4,1,1,4,1,4,1,4,"Standard","Standard",49,"0","-0.063","78.60346","9.17571"
"FF","2024-10-25","93.9","-2.2","5.34","Judge, Aaron",592450,656427,"strikeout","swinging_strike",,,,,6,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","S",2,,3,2,2024,"-0.26","1.24","0.67","2.68",,,665742,0,6,"Top",,,,,669257,,,8.018450775874541,-136.4022167404979,-3.8629304778506004,-5.103374667296813,32.59560320586025,-16.040337868134895,"4.02","1.83",,,,"93.8",2241,"6.5",775300,656427,669257,518692,666158,571970,669242,606192,571771,605141,"53.95",,0,"0",1,0,0,,38,6,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",212,"0.055","-0.518","69.58441","6.18295"
"KC","2024-10-25","80","-2.51","4.96","Judge, Aaron",592450,656427,,"blocked_ball",,,,,14,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","B",,,2,2,2024,"1.13","-0.54","0.93","0.65",,,665742,0,6,"Top",,,,,669257,,,5.493020656537449,-116.35000872260845,-1.674160468678261,8.938814286154575,25.023262687748176,-36.91687851063591,"3.97","1.83",,,,"79.8",2355,"6.5",775300,656427,669257,518692,666158,571970,669242,606192,571771,605141,"54.01",,,,,,,,38,5,"Knuckle Curve",1,0,0,1,0,1,0,1,"Standard","Standard",55,"0","0.176",,
"FF","2024-10-25","93.7","-2.29","5.35","Judge, Aaron",592450,656427,,"foul",,,,,5,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","S",,,2,1,2024,"-0.84","1.21","0.06","3.29",,,665742,0,6,"Top",,,,,669257,,,7.929655762919026,-136.1596723740204,-2.2463559816287337,-12.167732381353845,30.797155532394623,-16.90010475028793,"4.02","1.83",262,"83.8",35,"94",2373,"6.6",775300,656427,669257,518692,666158,571970,669242,606192,571771,605141,"53.9",,,,,,,,38,4,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",218,"0","-0.072","71.15486","6.39513"
"KC","2024-10-25","79.4","-2.63","4.93","Judge, Aaron",592450,656427,,"swinging_strike",,,,,14,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","S",,,2,0,2024,"1.14","-0.59","0.14","1.58",,,665742,0,6,"Top",,,,,669257,,,3.9334518297508154,-115.50020506034616,0.6034960321644167,9.316095055614468,23.462975906217707,-37.73628616126525,"4.02","1.83",,,,"79.1",2435,"6.3",775300,656427,669257,518692,666158,571970,669242,606192,571771,605141,"54.17",,,,,,,,38,3,"Knuckle Curve",1,0,0,1,0,1,0,1,"Standard","Standard",55,"0","-0.111","79.98836","9.07014"
"SL","2024-10-25","87.1","-2.32","5.27","Judge, Aaron",592450,656427,,"ball",,,,,14,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","B",,,1,0,2024,"0.41","0.4","0.98","1.19",,,665742,0,6,"Top",,,,,669257,,,7.104010153480027,-126.7470460578971,-4.459647589256263,2.9955385592619286,25.534769469725425,-27.177787111693753,"4.06","1.84",,,,"87.7",2544,"6.6",775300,656427,669257,518692,666158,571970,669242,606192,571771,605141,"53.87",,,,,,,,38,2,"Slider",1,0,0,1,0,1,0,1,"Standard","Standard",156,"0","0.102",,
"FF","2024-10-25","91.4","-2.47","5.19","Judge, Aaron",592450,656427,,"ball",,,,,13,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","B",,,0,0,2024,"-0.71","1.17","-1.02","1.45",,,665742,0,6,"Top",,,,,669257,,,5.2139876876021845,-132.86934618704063,-6.066242230104168,-9.591802407510187,30.208586355125547,-17.224377003035514,"4.04","1.87",,,,"91.8",2245,"6.7",775300,656427,669257,518692,666158,571970,669242,606192,571771,605141,"53.81",,,,,,,,38,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",216,"0","0.062",,
"KC","2024-10-25","80","-2.5","4.95","Judge, Aaron",592450,656427,"strikeout","swinging_strike_blocked",,,,,13,"Aaron Judge strikes out swinging, catcher Will Smith to first baseman Freddie Freeman.","W","R","R","LAD","NYY","S",2,,1,2,2024,"1.09","-0.92","0","0.98",,,,2,3,"Top",,,,,669257,,,3.46190629589649,-116.39094841464996,-0.23833826878933517,9.131907666169909,23.92787038392029,-40.67167266698303,"4.02","1.83",,,,"80",2383,"6.5",775300,656427,669257,518692,666158,571970,669242,606192,571771,605141,"54.02",,0,"0",1,0,0,,19,5,"Knuckle Curve",0,0,0,0,0,0,0,0,"Strategic","Standard",56,"0.011","-0.069","75.57605","9.28168"
"KC","2024-10-25","79.4","-2.44","5.04","Judge, Aaron",592450,656427,,"ball",,,,,14,"Aaron Judge strikes out swinging, catcher Will Smith to first baseman Freddie Freeman.","W","R","R","LAD","NYY","B",,,0,2,2024,"0.99","-0.95","1.28","0.07",,,,2,3,"Top",,,,,669257,,,6.317898473418494,-115.4661661107577,-2.254541747767065,7.466685611378678,23.78408632283067,-40.39021606628035,"4","1.83",,,,"79.5",2447,"6.6",775300,656427,669257,518692,666158,571970,669242,606192,571771,605141,"53.88",,,,,,,,19,4,"Knuckle Curve",0,0,0,0,0,0,0,0,"Strategic","Standard",49,"0","0.009",,
"FF","2024-10-25","93.9","-2.26","5.38","Judge, Aaron",592450,656427,,"foul",,,,,2,"Aaron Judge strikes out swinging, catcher Will Smith to first baseman Freddie Freeman.","W","R","R","LAD","NYY","S",,,0,2,2024,"-0.4","1.12","0.23","3.62",,,,2,3,"Top",,,,,669257,,,7.3615081778047085,-136.59523646281733,-1.3177817782355923,-6.571528271255668,29.280511181600012,-18.07936208677433,"4.02","1.83",354,"104.1",44,"94.3",2353,"6.5",775300,656427,669257,518692,666158,571970,669242,606192,571771,605141,"54.03",,,,,,,,19,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",213,"0","0","72.26077","6.94034"
"KC","2024-10-25","80","-2.4","5.13","Judge, Aaron",592450,656427,,"swinging_strike",,,,,13,"Aaron Judge strikes out swinging, catcher Will Smith to first baseman Freddie Freeman.","W","R","R","LAD","NYY","S",,,0,1,2024,"1.01","-0.8","-0.03","1.29",,,,2,3,"Top",,,,,669257,,,3.349795583215171,-116.47795155047844,-0.19230195904304437,8.447560406307323,23.409724155703838,-39.62119017547096,"4.02","1.83",,,,"80.3",2498,"6.6",775300,656427,669257,518692,666158,571970,669242,606192,571771,605141,"53.86",,,,,,,,19,2,"Knuckle Curve",0,0,0,0,0,0,0,0,"Strategic","Standard",54,"0","-0.022","77.01503","9.1982"
"FF","2024-10-25","94.8","-2.38","5.43","Judge, Aaron",592450,656427,,"swinging_strike",,,,,1,"Aaron Judge strikes out swinging, catcher Will Smith to first baseman Freddie Freeman.","W","R","R","LAD","NYY","S",,,0,0,2024,"-0.34","1.02","-0.46","3.61",,,,2,3,"Top",,,,,669257,,,5.796475320165787,-138.01326121742522,-1.4083878165544426,-5.59411086783275,28.629271747357922,-19.016007305385326,"4.02","1.83",,,,"95.4",2100,"6.5",775300,656427,669257,518692,666158,571970,669242,606192,571771,605141,"54.02",,,,,,,,19,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",213,"0","-0.016","66.45159","5.58803"
"SI","2024-10-25","99.3","-1.53","6.3","Judge, Aaron",592450,660813,"single","hit_into_play",,,,,7,"Aaron Judge singles on a ground ball to center fielder Enrique Hernández.","W","R","R","LAD","NYY","X",8,"ground_ball",0,1,2024,"-1.29","0.71","-0.56","2.16",,,,2,7,"Top",120.71,93.35,,,669257,,,5.61788057803089,-144.47369832618668,-7.52243199151504,-19.445226102526444,32.39510018321328,-20.74195278168937,"4.02","1.83",107,"106.5",6,"98.4",2029,"5.7",775300,660813,669257,518692,666158,571970,669242,606192,571771,605141,"54.77",0.649,0.61,"0.9",1,1,0,4,51,2,"Sinker",1,2,2,1,2,1,2,1,"Strategic","Standard",219,"-0.014","0.144","78.23447","7.68082"
"SI","2024-10-25","98.8","-1.36","6.32","Judge, Aaron",592450,660813,,"foul",,,,,4,"Aaron Judge singles on a ground ball to center fielder Enrique Hernández.","W","R","R","LAD","NYY","S",,,0,0,2024,"-1.32","0.87","-0.66","2.53",,,,2,7,"Top",,,,,669257,,,4.9585650971139135,-143.66653260449468,-6.836198932463174,-19.4426836731621,34.668616085247855,-18.69805991782238,"4.02","1.83",4,"72.3",-34,"97.9",2119,"5.9",775300,660813,669257,518692,666158,571970,669242,606192,571771,605141,"54.56",,,,,,,,51,1,"Sinker",1,2,2,1,2,1,2,1,"Strategic","Standard",222,"0","-0.016","77.29392","7.67596"
"SL","2024-10-25","87.3","-2.53","5.27","Judge, Aaron",592450,656427,"strikeout","swinging_strike",,,,,8,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","S",2,,1,2,2024,"0.61","0.28","0.19","2.41",,,665742,1,1,"Top",,,,,669257,,,5.323207498072991,-127.07069488357796,-1.2782439534697891,5.449614289230058,27.27993118033856,-29.10224156671607,"4.02","1.83",,,,"87.8",2503,"6.7",775300,656427,669257,518692,666158,571970,669242,606192,571771,605141,"53.78",,0,"0",1,0,0,,3,4,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",141,"0.028","-0.214","75.75153","9.37706"
"KC","2024-10-25","80.9","-2.71","5.13","Judge, Aaron",592450,656427,,"blocked_ball",,,,,14,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","B",,,0,2,2024,"0.68","-0.55","0.86","0.21",,,665742,1,1,"Top",,,,,669257,,,6.7112923521754,-117.73027123284345,-3.3501800136111255,5.219267665791078,20.389648601437045,-36.96885568270912,"4.08","1.83",,,,"81.7",2353,"6.7",775300,656427,669257,518692,666158,571970,669242,606192,571771,605141,"53.84",,,,,,,,3,3,"Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard",46,"0","0.026",,
"KC","2024-10-25","80.9","-2.62","5.17","Judge, Aaron",592450,656427,,"swinging_strike",,,,,13,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","S",,,0,1,2024,"0.86","-0.62","-0.14","1.33",,,665742,1,1,"Top",,,,,669257,,,3.920279945575877,-117.90098663355143,-0.8085686481767834,7.367341337279404,20.76340959121558,-38.002650809144214,"4.02","1.83",,,,"81.6",2420,"6.5",775300,656427,669257,518692,666158,571970,669242,606192,571771,605141,"54.01",,,,,,,,3,2,"Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard",50,"0","-0.061","77.85049","9.53072"
"FF","2024-10-25","94.3","-2.34","5.46","Judge, Aaron",592450,656427,,"called_strike",,,,,9,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","S",,,0,0,2024,"-0.41","1.29","0.78","1.97",,,665742,1,1,"Top",,,,,669257,,,9.049708661681741,-137.0799457532379,-6.324195075837767,-6.915475113830248,25.802445028970443,-14.596501089713245,"4.15","1.92",,,,"95.1",2265,"6.5",775300,656427,669257,518692,666158,571970,669242,606192,571771,605141,"54.02",,,,,,,,3,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",223,"0","-0.047",,
"FF","2024-10-25","93.5","-2.77","6.1","Judge, Aaron",592450,595014,"field_out","hit_into_play",,,,,2,"Aaron Judge pops out to shortstop Tommy Edman.","W","R","R","LAD","NYY","X",6,"popup",1,2,2024,"-0.73","1.07","-0.13","3.63",,691176,665742,2,9,"Top",115.11,162.82,,,669257,,,8.285306247190013,-135.92199227843665,-2.9732066332707827,-10.766416980476187,27.931136813460746,-18.383362863053264,"4.02","1.83",101,"105",70,"92.5",2443,"5.6",775300,595014,669257,518692,666158,571970,669242,606192,571771,605141,"54.91",0.011,0.01,"0",1,0,0,3,69,5,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",230,"0.114","-0.299","80.35042","8.32018"
"ST","2024-10-25","83.2","-2.97","6.13","Judge, Aaron",592450,595014,,"foul",,,,,8,"Aaron Judge pops out to shortstop Tommy Edman.","W","R","R","LAD","NYY","S",,,1,2,2024,"1.58","-0.14","-0.23","2.38",,691176,665742,2,9,"Top",,,,,669257,,,3.1411068908754776,-121.08524733096047,-1.8157257912297844,14.78177004661732,25.476546742270845,-33.43723767136604,"4.02","1.83",142,"87.7",74,"81.7",2512,"5.5",775300,595014,669257,518692,666158,571970,669242,606192,571771,605141,"55.04",,,,,,,,69,4,"Sweeper",2,2,2,2,2,2,2,2,"Standard","Standard",52,"0","0","79.33422","8.63737"
"ST","2024-10-25","84.6","-2.92","6.13","Judge, Aaron",592450,595014,,"ball",,,,,14,"Aaron Judge pops out to shortstop Tommy Edman.","W","R","R","LAD","NYY","B",,,0,2,2024,"1.4","0.16","1.82","1.91",,691176,665742,2,9,"Top",,,,,669257,,,8.158887551242703,-122.99232578104134,-3.722269257295383,12.46274107329846,25.592868114616685,-30.012810355927243,"4.01","1.83",,,,"83.4",2450,"5.7",775300,595014,669257,518692,666158,571970,669242,606192,571771,605141,"54.81",,,,,,,,69,3,"Sweeper",2,2,2,2,2,2,2,2,"Standard","Standard",45,"0","0.005",,
"ST","2024-10-25","83.2","-3.06","6.08","Judge, Aaron",592450,595014,,"called_strike",,,,,6,"Aaron Judge pops out to shortstop Tommy Edman.","W","R","R","LAD","NYY","S",,,0,1,2024,"1.32","0.2","0.44","2.74",,691176,665742,2,9,"Top",,,,,669257,,,5.36546588663591,-121.0333148368413,-1.5583190154426245,11.853638820272877,24.282548915288412,-30.10854669695018,"4.04","1.83",,,,"82",2556,"5.6",775300,595014,669257,518692,666158,571970,669242,606192,571771,605141,"54.94",,,,,,,,69,2,"Sweeper",2,2,2,2,2,2,2,2,"Standard","Standard",50,"0","-0.073",,
"ST","2024-10-25","84.3","-3.13","6.14","Judge, Aaron",592450,595014,,"called_strike",,,,,14,"Aaron Judge pops out to shortstop Tommy Edman.","W","R","R","LAD","NYY","S",,,0,0,2024,"1.18","0.05","0.84","2.04",,691176,665742,2,9,"Top",,,,,669257,,,6.791913317792921,-122.66906123729352,-3.1945986482323976,10.438722072231526,25.214950818398666,-31.264866780660746,"3.94","1.83",,,,"83",2560,"5.5",775300,595014,669257,518692,666158,571970,669242,606192,571771,605141,"54.98",,,,,,,,69,1,"Sweeper",2,2,2,2,2,2,2,2,"Standard","Standard",44,"0","-0.077",,
"CH","2024-10-19","82.3","-1.98","6.1","Judge, Aaron",592450,676440,"grounded_into_double_play","hit_into_play",,,,,6,"Aaron Judge grounds into a double play, shortstop Brayan Rocchio to second baseman Andrés Giménez to first baseman Josh Naylor.   Gleyber Torres to 3rd.    Juan Soto out at 2nd.    Aaron Judge out at 1st.","L","R","R","CLE","NYY","X",6,"ground_ball",2,1,2024,"-1.22","1.21","0.38","2.6",,650402,665742,0,6,"Top",112.23,145.04,,,666310,,,7.74706661766657,-119.51201855773053,-3.6913454945243087,-13.247135003662983,25.16489591227718,-20.102943797910328,"4.05","1.84",107,"95.7",7,"82.2",2063,"6.5",775309,676440,666310,647304,665926,608070,677587,680757,657041,678877,"53.95",0.566,0.534,"0",1,0,0,4,43,4,"Changeup",2,0,0,2,0,2,0,2,"Strategic","Standard",217,"0.155","-0.731","75.45877","7.81811"
"FF","2024-10-19","94.8","-1.99","6.36","Judge, Aaron",592450,676440,,"ball",,,,,11,"Aaron Judge grounds into a double play, shortstop Brayan Rocchio to second baseman Andrés Giménez to first baseman Josh Naylor.   Gleyber Torres to 3rd.    Juan Soto out at 2nd.    Aaron Judge out at 1st.","L","R","R","CLE","NYY","B",,,1,1,2024,"-0.47","1.43","-1.44","3.68",,650402,665742,0,6,"Top",,,,,666310,,,2.477361542422489,-137.9954712181308,-4.487374264891029,-6.510336031459635,34.07242406262734,-13.155663430083006,"4.02","1.82",,,,"94.6",2525,"6.4",775309,676440,666310,647304,665926,608070,677587,680757,657041,678877,"54.07",,,,,,,,43,3,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Strategic","Standard",202,"0","0.108",,
"SI","2024-10-19","93.6","-2.19","6.19","Judge, Aaron",592450,676440,,"called_strike",,,,,8,"Aaron Judge grounds into a double play, shortstop Brayan Rocchio to second baseman Andrés Giménez to first baseman Josh Naylor.   Gleyber Torres to 3rd.    Juan Soto out at 2nd.    Aaron Judge out at 1st.","L","R","R","CLE","NYY","S",,,1,0,2024,"-1.2","0.71","-0.04","2.02",,650402,665742,0,6,"Top",,,,,666310,,,8.254328776260515,-135.91406681493368,-6.572841554623575,-16.775220431219008,32.264842280225686,-22.048994442238918,"4.01","1.83",,,,"93.8",2361,"6.7",775309,676440,666310,647304,665926,608070,677587,680757,657041,678877,"53.8",,,,,,,,43,2,"Sinker",2,0,0,2,0,2,0,2,"Strategic","Standard",212,"0","-0.112",,
"SI","2024-10-19","94","-2.07","6.19","Judge, Aaron",592450,676440,,"ball",,,,,14,"Aaron Judge grounds into a double play, shortstop Brayan Rocchio to second baseman Andrés Giménez to first baseman Josh Naylor.   Gleyber Torres to 3rd.    Juan Soto out at 2nd.    Aaron Judge out at 1st.","L","R","R","CLE","NYY","B",,,0,0,2024,"-1.27","0.93","0.21","1.23",,650402,665742,0,6,"Top",,,,,666310,,,8.753690692730386,-136.24503341897923,-9.122805332976657,-17.88078442168276,34.23480039815087,-18.52936477566756,"4.04","1.82",,,,"93.7",2322,"6.6",775309,676440,666310,647304,665926,608070,677587,680757,657041,678877,"53.87",,,,,,,,43,1,"Sinker",2,0,0,2,0,2,0,2,"Strategic","Standard",212,"0","0.092",,
"CU","2024-10-19","81.1","-1.8","6.23","Judge, Aaron",592450,676440,"strikeout","swinging_strike",,,,,14,"Aaron Judge strikes out swinging.","L","R","R","CLE","NYY","S",2,,2,2,2024,"0.89","-1.07","0.57","1.25",,,,2,3,"Top",,,,,666310,,,3.59537675009687,-117.99087627567374,-2.358245993858022,7.466796213956509,25.944763699783763,-41.79177585059087,"4.05","1.84",,,,"81.2",2846,"6.7",775309,676440,666310,647304,665926,608070,677587,680757,657041,678877,"53.76",,0,"0",1,0,0,,20,5,"Curveball",1,0,0,1,0,1,0,1,"Infield shade","Standard",40,"0.012","-0.084","76.02055","9.19782"
"FC","2024-10-19","86.7","-1.96","6.21","Judge, Aaron",592450,676440,,"ball",,,,,14,"Aaron Judge strikes out swinging.","L","R","R","CLE","NYY","B",,,1,2,2024,"1.09","0.32","2.19","1.61",,,,2,3,"Top",,,,,666310,,,7.73738035659926,-125.93868296277745,-5.41835247792817,9.803926891866043,27.482246905134385,-27.782331678122056,"3.89","1.77",,,,"86.9",2892,"6.7",775309,676440,666310,647304,665926,608070,677587,680757,657041,678877,"53.82",,,,,,,,20,4,"Cutter",1,0,0,1,0,1,0,1,"Strategic","Standard",69,"0","0.015",,
"FC","2024-10-19","88.3","-2.04","6.14","Judge, Aaron",592450,676440,,"ball",,,,,14,"Aaron Judge strikes out swinging.","L","R","R","CLE","NYY","B",,,0,2,2024,"0.54","0.38","1.66","1.64",,,,2,3,"Top",,,,,666310,,,7.908962888525037,-128.30388218059812,-5.632758652366279,4.194143990506379,28.495702532687833,-26.949050609280942,"3.89","1.74",,,,"88.5",3004,"6.7",775309,676440,666310,647304,665926,608070,677587,680757,657041,678877,"53.84",,,,,,,,20,3,"Cutter",1,0,0,1,0,1,0,1,"Infield shade","Standard",85,"0","0.009",,
"CU","2024-10-19","81.9","-1.85","6.29","Judge, Aaron",592450,676440,,"called_strike",,,,,9,"Aaron Judge strikes out swinging.","L","R","R","CLE","NYY","S",,,0,1,2024,"1.07","-0.56","0.55","2.03",,,,2,3,"Top",,,,,666310,,,3.3745709383531284,-119.19766836064359,-1.92730699746259,9.414645687573515,24.44871242078438,-37.328680942265514,"3.92","1.74",,,,"82.3",2814,"6.7",775309,676440,666310,647304,665926,608070,677587,680757,657041,678877,"53.82",,,,,,,,20,2,"Curveball",1,0,0,1,0,1,0,1,"Strategic","Standard",52,"0","-0.022",,
"FC","2024-10-19","88.6","-1.98","6.17","Judge, Aaron",592450,676440,,"swinging_strike",,,,,14,"Aaron Judge strikes out swinging.","L","R","R","CLE","NYY","S",,,0,0,2024,"0.68","0.45","1.24","1.64",,,,2,3,"Top",,,,,666310,,,6.486916821906199,-128.69614362553722,-5.911263994348117,5.999281004747996,29.18995522196003,-26.10473554582409,"4.05","1.84",,,,"88.7",2810,"6.7",775309,676440,666310,647304,665926,608070,677587,680757,657041,678877,"53.82",,,,,,,,20,1,"Cutter",1,0,0,1,0,1,0,1,"Infield shade","Standard",108,"0","-0.016","81.96386","9.15209"
"CH","2024-10-19","83.3","-2.58","5.77","Judge, Aaron",592450,683769,"strikeout","swinging_strike",,,,,8,"Aaron Judge strikes out swinging.","L","R","R","CLE","NYY","S",2,,2,2,2024,"-1.64","1.04","0.09","1.76",,,,2,10,"Top",,,,,666310,,,9.395776066666201,-120.80951434106267,-4.746019025537923,-17.899400079401776,25.19013408581737,-21.27040616645462,"4.05","1.84",,,,"83.4",2429,"6.7",775309,683769,666310,647304,665926,608070,677587,680757,657041,678877,"53.77",,0,"0",1,0,0,,75,6,"Changeup",2,5,5,2,5,2,5,2,"Strategic","Standard",241,"0.001","-0.084","77.27716","9.09011"
"SL","2024-10-19","89","-2.51","6.17","Judge, Aaron",592450,683769,,"ball",,,,,14,"Aaron Judge strikes out swinging.","L","R","R","CLE","NYY","B",,,1,2,2024,"0.28","0.64","1.68","1.24",,,,2,10,"Top",,,,,666310,,,9.72963472621728,-129.14585057866756,-7.375824638680567,1.011517245770774,28.20722561611676,-23.59371928841027,"3.98","1.81",,,,"89.2",2380,"6.7",775309,683769,666310,647304,665926,608070,677587,680757,657041,678877,"53.82",,,,,,,,75,5,"Slider",2,5,5,2,5,2,5,2,"Strategic","Standard",179,"0","0.015",,
"CH","2024-10-19","80.3","-2.42","5.75","Judge, Aaron",592450,683769,,"foul",,,,,3,"Aaron Judge strikes out swinging.","L","R","R","CLE","NYY","S",,,1,2,2024,"-1.61","1","0.31","3.64",,,,2,10,"Top",,,,,666310,,,9.150991762993147,-116.5807629346963,0.19838990029967596,-16.387032768275155,22.690833280510937,-23.36578163879738,"4.05","1.84",6,"58.1",-31,"80.8",2244,"6.8",775309,683769,666310,647304,665926,608070,677587,680757,657041,678877,"53.69",,,,,,,,75,4,"Changeup",2,5,5,2,5,2,5,2,"Strategic","Standard",244,"0","0","74.54814","8.10511"
